SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF
237000,7,1829,2,941,2,2003,2003,223.0,1,483,2.0,44.0,192,888,39
167000,6,1516,2,1516,1,1964,1964,180.0,0,196,1.0,100.0,0,0,0
139950,5,1144,2,1144,1,1961,1961,136.0,0,572,1.0,75.0,0,0,0
128000,4,1067,2,1067,2,1950,1995,0.0,0,442,1.0,60.0,290,0,0
153500,5,1559,2,1559,1,1948,1973,0.0,0,338,0.0,90.0,0,0,116
100000,6,987,1,483,1,1973,1973,158.0,0,330,1.0,21.0,0,504,0
144000,5,1099,1,1099,1,1995,2006,0.0,0,0,2.0,75.0,278,0,0
130500,5,1200,1,768,1,1946,1995,0.0,0,352,1.0,70.0,0,432,0
157500,5,1539,2,650,2,1904,2002,0.0,1,0,2.0,60.0,70,581,78
174900,6,1165,2,1127,1,1966,1966,183.0,0,312,1.0,82.0,0,0,129
153900,5,1416,3,876,1,1915,1950,0.0,1,0,0.0,100.0,418,540,0
213000,7,1775,2,740,2,1993,1993,137.0,1,513,2.0,75.0,234,769,72
133500,5,864,1,864,1,1972,1972,0.0,1,460,1.0,36.0,0,0,0
240000,6,2358,2,907,3,1908,1997,0.0,1,0,0.0,75.0,486,1051,40
187000,6,1855,2,528,2,1976,1994,360.0,1,0,1.0,80.0,113,761,100
131500,6,848,2,848,1,2003,2003,170.0,0,659,2.0,36.0,140,0,0
164000,7,1646,1,918,2,1941,1950,0.0,2,364,1.0,53.0,0,728,0
170000,5,1779,2,1763,1,1955,1974,0.0,1,306,1.0,102.0,0,0,418
174000,6,1481,2,702,2,1994,1995,0.0,1,0,2.0,65.0,0,779,36
152000,7,1370,2,1090,2,1976,1976,189.0,1,0,1.0,80.0,0,0,0
189950,7,1426,1,912,1,1918,1998,0.0,1,0,0.0,55.0,0,514,240
131500,5,1039,2,1039,1,1965,1965,0.0,0,841,2.0,75.0,0,0,0
152000,6,1097,2,1040,2,1984,1985,0.0,0,338,2.0,81.0,0,0,0
132500,5,1148,1,1148,1,1959,1959,0.0,0,1148,1.0,70.0,0,0,0
250580,7,1372,2,1372,2,2007,2008,0.0,0,0,2.0,72.0,0,0,140
248900,8,1646,3,1638,2,2006,2007,274.0,1,0,2.0,67.0,192,0,80
129000,4,1120,2,1040,1,1961,1961,0.0,0,932,1.0,85.0,168,0,0
236000,7,1949,2,1050,2,1993,1994,246.0,1,750,2.0,80.0,156,887,90
109500,5,894,1,894,1,1962,1962,0.0,0,0,1.0,60.0,0,0,0
200500,6,1682,2,804,2,1998,1998,116.0,0,505,2.0,70.0,0,878,77
116000,5,910,2,105,1,1953,1996,0.0,0,0,4.0,74.0,196,0,0
133000,5,1268,1,832,1,1949,1950,0.0,1,375,1.0,60.0,0,0,28
66500,5,1131,1,676,1,1941,1950,0.0,0,0,1.0,52.0,26,455,0
303477,8,2610,2,1184,2,2007,2007,0.0,1,64,2.0,75.0,208,1426,364
132250,4,1040,2,1064,1,1963,1963,0.0,0,633,2.0,94.0,0,0,0
350000,9,2224,3,1462,2,2004,2005,216.0,1,1170,2.0,74.0,184,762,0
148000,5,1155,2,1109,1,1961,1995,0.0,0,899,1.0,88.0,192,0,0
157000,5,1090,2,1090,1,2005,2006,0.0,0,980,2.0,60.0,0,0,49
187500,7,1717,2,1156,2,1990,1991,117.0,1,902,1.0,44.0,168,530,36
118500,4,2230,1,795,1,1912,1950,0.0,0,0,2.0,60.0,0,795,188
100000,5,892,1,892,1,1967,1967,60.0,0,432,1.0,65.0,0,0,0
328900,9,1709,2,1698,2,1999,2000,60.0,1,1238,2.0,50.0,97,0,65
145000,5,1712,2,1626,2,1959,2005,122.0,0,528,1.0,70.0,272,0,54
135500,5,1393,1,816,1,1955,1955,0.0,0,0,2.0,59.0,121,521,0
268000,8,2217,2,2217,2,1970,1970,0.0,1,351,2.0,95.0,81,0,207
149500,6,1505,2,1505,1,1953,1953,90.0,1,1024,1.0,128.0,0,0,0
122900,5,924,2,672,1,1949,2006,0.0,1,0,1.0,60.0,0,252,0
172500,6,1683,2,918,2,1978,1978,92.0,1,226,1.0,70.0,243,765,0
154500,6,1068,1,1059,1,1963,2003,0.0,0,663,1.0,70.0,192,0,0
118858,5,1535,2,0,2,1979,1979,0.0,0,0,3.0,64.0,0,0,0
140000,6,1796,2,780,1,1963,1963,415.0,1,400,1.0,71.0,0,813,50
106500,4,951,1,951,1,1936,1950,0.0,0,285,0.0,50.0,0,0,28
142953,5,2240,2,0,2,1979,1979,0.0,0,0,3.0,64.0,154,1120,0
611657,9,2364,3,2330,2,2009,2010,760.0,2,2188,2.0,100.0,0,0,67
135000,5,1236,1,912,1,1961,1994,0.0,1,465,1.0,65.0,0,0,0
153000,5,1306,1,992,1,1957,2000,0.0,0,860,1.0,64.0,0,0,0
180000,7,1509,2,783,2,2003,2003,0.0,1,0,2.0,63.0,0,702,75
240000,7,1670,3,1670,2,2006,2006,27.0,1,0,2.0,50.0,144,0,60
128000,5,1063,1,1056,1,1954,1954,110.0,0,354,1.0,80.0,0,0,0
255000,8,1636,3,1623,2,2006,2006,208.0,1,63,2.0,116.0,0,0,60
250000,7,2057,1,1017,1,1936,1987,0.0,1,223,1.0,86.0,0,1037,0
174000,6,1484,2,742,2,2005,2005,0.0,1,0,2.0,149.0,36,742,24
154300,5,2274,2,1105,2,1960,1960,361.0,0,443,1.0,80.0,0,1169,0
88000,5,1015,1,768,1,1925,1950,0.0,0,489,0.0,51.0,0,0,0
145000,5,2002,3,1001,2,1949,1950,0.0,0,284,1.0,82.0,0,1001,0
173733,6,1224,2,612,2,2009,2009,76.0,0,294,2.0,30.0,0,612,234
75000,4,1092,1,546,1,1970,1970,80.0,0,0,1.0,21.0,0,546,0
35311,2,480,1,480,0,1949,1950,0.0,0,50,1.0,50.0,0,0,0
238000,7,2127,3,1104,2,1991,1991,0.0,1,48,2.0,103.0,72,1215,192
176500,6,1414,2,1184,1,1958,2002,0.0,1,528,1.0,87.0,0,0,51
201000,6,1721,2,928,2,1994,1994,105.0,0,814,2.0,70.0,300,785,87
169990,6,1316,2,1316,2,2005,2006,0.0,1,28,2.0,65.0,100,0,0
193000,6,1617,2,1604,2,1993,1994,0.0,1,165,2.0,50.0,0,0,69
207500,6,1686,2,1686,2,1980,1980,157.0,1,625,1.0,79.0,384,0,131
285000,8,2374,3,1181,2,2003,2004,340.0,1,0,2.0,93.0,104,1140,100
201000,8,1466,3,1466,2,2007,2007,0.0,0,16,2.0,73.0,100,0,18
117500,5,925,1,925,1,1965,1965,0.0,0,338,1.0,70.0,0,0,0
320000,9,1905,3,1905,2,2006,2006,302.0,1,0,2.0,84.0,0,0,191
190000,7,1500,2,1500,2,2004,2004,210.0,0,20,2.0,63.0,192,0,36
242000,7,2069,2,585,2,1960,2007,0.0,1,425,1.0,313.0,0,0,0
79900,4,747,2,600,1,1926,1953,108.0,0,0,2.0,52.0,0,0,0
253000,7,1971,2,1113,2,2005,2005,0.0,1,341,2.0,75.0,0,858,48
239799,7,1962,3,1391,2,2006,2006,0.0,0,464,2.0,73.0,0,571,90
150900,6,1728,2,1728,2,1976,1976,0.0,0,936,1.0,55.0,40,0,0
143000,5,1632,2,1632,2,1967,1967,0.0,0,0,1.0,100.0,0,0,0
124900,5,1869,2,1088,1,1890,1996,0.0,0,1088,0.0,98.0,48,561,0
143000,5,1144,1,1144,1,1959,1959,128.0,1,748,1.0,70.0,86,0,0
270000,8,1629,3,1616,2,2002,2003,236.0,1,1300,2.0,85.0,0,0,252
192500,7,1776,2,936,2,2002,2002,144.0,1,0,2.0,65.0,144,840,96
197500,6,1381,2,1161,1,1972,2006,0.0,1,982,1.0,78.0,0,0,0
129000,5,864,2,864,1,1950,2002,0.0,0,398,1.0,60.0,194,0,0
119900,5,965,1,828,1,1965,1965,0.0,0,641,1.0,60.0,421,0,0
133900,5,768,1,768,1,1972,2003,0.0,0,660,1.0,60.0,192,0,0
145000,6,1958,2,979,2,1946,1950,423.0,0,484,1.0,82.0,0,979,0
124000,6,1229,2,561,1,1980,1980,0.0,1,285,1.0,24.0,150,668,0
132000,5,1057,2,1057,1,1962,1962,0.0,0,417,1.0,70.0,0,0,0
185000,7,1337,2,1337,2,2003,2003,0.0,0,699,2.0,65.0,0,0,39
155000,7,1416,2,696,2,1999,1999,0.0,0,604,2.0,24.0,0,720,44
155000,6,1548,2,804,2,1976,1976,0.0,1,556,1.0,24.0,48,744,0
239000,9,1800,2,1800,2,2007,2007,0.0,0,0,2.0,122.0,288,0,136
214900,7,1894,2,817,2,2002,2003,44.0,1,624,2.0,80.0,0,1070,40
178900,6,1484,2,783,2,2005,2007,0.0,1,0,2.0,65.0,0,701,72
160000,5,1308,1,728,1,1940,1950,0.0,2,428,0.0,130.0,0,332,70
140000,6,1095,1,588,1,1958,1958,105.0,0,513,1.0,75.0,0,0,0
173000,7,1626,2,764,2,2003,2004,106.0,0,567,2.0,36.0,0,862,27
99500,6,918,1,918,2,1979,1979,0.0,1,0,1.0,55.0,28,0,0
167500,7,2019,2,728,1,1910,1993,0.0,0,0,0.0,60.0,509,883,135
110000,4,894,2,894,1,1954,1954,0.0,0,552,1.0,68.0,0,0,0
139000,5,1121,2,1121,1,1963,1963,0.0,0,651,2.0,80.0,0,0,80
336000,8,2612,3,1225,2,1998,1999,975.0,1,854,2.0,98.0,250,1336,0
159895,7,1266,2,1266,2,2007,2007,16.0,1,0,2.0,43.0,100,0,16
126000,5,1734,2,0,2,1977,1977,0.0,0,0,1.0,75.0,0,432,0
125000,5,1164,1,1164,1,1950,1950,0.0,0,1040,1.0,68.0,0,0,48
117000,6,1635,1,485,1,1910,2003,0.0,0,0,1.0,59.0,394,634,0
395192,9,1940,3,1930,2,2009,2010,450.0,1,1646,2.0,83.0,168,0,95
197000,7,1576,2,770,2,2006,2006,0.0,0,0,2.0,65.0,0,798,50
348000,8,2392,3,1396,2,1997,1998,423.0,1,1074,2.0,82.0,0,985,70
168000,8,1742,2,916,1,1882,1986,0.0,1,216,0.0,121.0,0,826,169
187000,6,1851,2,822,2,1964,1993,340.0,1,536,1.0,80.0,239,831,42
173900,6,1500,2,750,2,2005,2006,0.0,0,0,2.0,68.0,0,750,35
337500,10,1718,3,1700,2,2006,2007,230.0,1,1172,2.0,96.0,216,0,48
121600,4,1230,1,747,1,1946,1950,0.0,0,384,1.0,51.0,0,456,57
91000,3,1077,1,1007,1,1922,1950,0.0,1,0,0.0,60.0,0,0,100
206000,7,1208,2,1187,2,2006,2006,24.0,0,686,2.0,64.0,105,0,61
82000,3,944,2,0,1,1952,1952,0.0,0,0,3.0,74.0,0,0,0
86000,5,691,1,691,1,1920,1950,0.0,0,0,0.0,60.0,0,0,20
232000,8,1574,3,1574,2,2006,2006,53.0,1,24,2.0,75.0,144,0,104
181000,7,1504,2,1346,2,2005,2006,16.0,1,16,2.0,43.0,156,0,0
149900,5,985,1,985,2,1977,1977,220.0,0,595,1.0,65.0,210,0,0
88000,4,1092,1,546,1,1970,1970,0.0,0,273,1.0,21.0,238,546,0
240000,7,1710,2,1710,2,2004,2005,108.0,1,0,2.0,43.0,100,0,48
135000,5,1271,1,720,2,1948,1950,0.0,1,0,1.0,115.0,0,551,0
165000,6,1502,1,602,1,1923,1996,0.0,2,0,2.0,55.0,96,602,0
85000,5,1022,1,1022,1,1910,2006,0.0,0,247,0.0,60.0,0,0,30
119200,6,1082,1,1082,1,1948,1950,206.0,1,336,1.0,60.0,0,0,130
227000,8,1665,2,810,2,2001,2001,0.0,0,643,2.0,70.0,0,855,45
203000,7,1504,2,1504,2,1996,1996,196.0,1,690,2.0,73.0,115,0,66
213490,7,1506,2,1362,2,2005,2005,145.0,1,16,2.0,43.0,142,0,20
176000,4,1132,2,1132,1,2005,2005,0.0,0,1024,2.0,60.0,252,0,64
194000,7,1220,2,1199,2,2006,2006,84.0,0,684,2.0,64.0,105,0,54
87000,5,1248,1,912,1,1930,1950,0.0,0,324,1.0,52.0,0,336,0
191000,7,1504,2,1346,2,2005,2006,14.0,1,16,2.0,43.0,156,0,20
112500,5,882,2,882,1,1972,1972,0.0,0,138,1.0,70.0,96,0,0
167500,5,1264,2,1268,1,1960,1960,324.0,2,697,1.0,73.0,0,0,0
293077,8,1646,3,1638,2,2007,2008,338.0,1,1513,2.0,71.0,192,0,44
105000,5,1376,1,768,1,1941,1950,0.0,1,368,1.0,79.0,0,408,0
118000,6,1218,1,672,1,1972,1972,281.0,0,317,1.0,21.0,0,546,28
197000,7,3082,2,824,2,1920,1970,0.0,2,523,0.0,102.0,136,998,63
119750,5,954,1,920,1,1938,1950,0.0,1,0,2.0,50.0,0,0,0
315500,9,1620,3,1620,2,2007,2008,70.0,1,1022,2.0,89.0,228,0,0
80000,4,630,1,630,1,1970,1970,0.0,0,509,1.0,21.0,0,0,0
155000,5,1803,2,1134,2,1957,2000,67.0,1,168,1.0,88.0,0,0,0
196000,6,1306,2,1306,2,2005,2005,135.0,1,900,2.0,34.0,170,0,63
262280,7,2329,2,1475,2,1990,1990,99.0,1,1085,2.0,86.0,192,797,121
278000,8,2524,2,2524,2,1981,1981,0.0,1,1104,2.0,80.0,474,0,120
556581,9,2868,3,1992,3,2005,2006,208.0,1,240,2.0,85.0,214,876,108
145000,5,990,2,990,1,1994,1995,0.0,0,686,2.0,57.0,0,0,0
115000,5,1771,2,0,1,1960,2006,75.0,1,0,3.0,100.0,0,0,0
84900,4,930,1,0,1,1946,2006,0.0,0,0,1.0,60.0,0,0,0
176485,7,1302,2,1302,2,2007,2007,0.0,0,0,2.0,73.0,0,0,22
200141,7,1316,2,1316,2,2007,2007,0.0,1,0,2.0,103.0,0,0,20
165000,6,1977,2,816,1,1964,1978,272.0,1,442,1.0,100.0,0,850,52
144500,5,1526,1,1216,1,1957,2002,145.0,1,383,1.0,68.0,116,0,78
255000,8,1989,2,1065,2,2002,2002,210.0,1,932,2.0,90.0,199,898,60
180000,6,1523,2,1193,2,1976,1976,160.0,1,644,1.0,104.0,0,0,0
185850,7,1364,2,1364,2,2005,2005,240.0,1,659,2.0,43.0,192,0,36
335000,9,2184,3,1104,2,2008,2008,154.0,1,936,2.0,96.0,0,1054,102
213500,8,1338,2,1338,2,2001,2001,0.0,0,616,2.0,41.0,0,0,0
81000,3,894,3,894,1,1935,1950,0.0,0,0,1.0,120.0,0,0,20
90000,5,2337,2,662,2,1900,1950,0.0,0,0,0.0,85.0,0,915,57
110500,6,1103,2,1103,1,1925,1980,0.0,1,397,0.0,50.0,166,0,120
328000,7,2260,2,1306,2,1996,1997,0.0,0,1201,2.0,80.0,296,954,44
178000,6,1571,2,799,2,1993,1994,0.0,1,0,2.0,59.0,0,772,40
167900,6,1611,2,780,1,1964,1964,360.0,0,674,1.0,80.0,328,813,128
151400,6,2521,2,942,2,1973,1973,0.0,1,837,1.0,42.0,728,1230,20
135000,5,893,2,845,1,1949,2003,0.0,0,220,1.0,60.0,0,0,0
135000,5,1048,1,1048,1,1956,1956,120.0,0,586,1.0,72.0,0,0,20
154000,6,1556,2,727,1,1968,1968,0.0,0,298,1.0,78.0,0,727,0
91500,5,1456,1,810,1,1948,1950,0.0,1,0,1.0,50.0,0,454,0
159500,6,1426,2,690,1,1977,1977,140.0,0,535,1.0,75.0,252,728,0
194000,7,1240,3,1240,2,2006,2006,0.0,0,0,2.0,74.0,140,0,93
219500,7,1740,1,800,1,1940,1984,0.0,2,410,1.0,75.0,0,780,0
170000,5,1466,2,796,2,1936,1989,0.0,1,626,1.0,60.0,436,370,21
155900,6,848,2,848,1,2004,2004,169.0,1,662,2.0,37.0,140,0,0
126000,5,990,1,990,1,1994,1994,0.0,0,495,2.0,65.0,0,0,64
145000,6,1258,2,1258,2,1971,2004,144.0,0,656,1.0,80.0,55,0,0
133000,5,1040,1,1040,1,1963,1963,0.0,0,824,1.0,75.0,0,0,0
192000,7,1459,2,1459,2,2002,2002,100.0,1,0,2.0,70.0,192,0,39
160000,6,1251,1,1251,1,1964,1964,425.0,2,553,1.0,80.0,0,0,116
147000,6,996,2,936,1,1992,1992,0.0,0,747,2.0,73.0,120,0,0
252000,8,1953,3,1082,2,2005,2006,0.0,1,0,2.0,85.0,160,871,50
137500,7,1709,2,970,2,2004,2004,50.0,0,0,2.0,24.0,0,739,40
197000,8,1247,2,1247,1,2005,2005,0.0,1,1039,2.0,37.0,0,0,84
92900,3,1040,2,0,2,1950,1950,0.0,0,0,3.0,60.0,0,0,0
160000,7,1252,2,600,2,1999,2000,212.0,0,510,2.0,24.0,0,628,48
136500,6,1694,2,1181,2,1925,1950,0.0,1,423,2.0,60.0,342,304,0
146000,5,1200,2,864,1,1965,1998,166.0,0,661,1.0,71.0,0,0,64
129000,5,936,1,936,1,1956,2000,0.0,0,248,1.0,74.0,0,0,0
176432,6,1314,2,1314,2,2006,2006,0.0,1,24,2.0,78.0,0,0,22
128000,4,1324,1,672,1,1936,1950,0.0,0,672,0.0,50.0,0,567,0
157000,7,1601,2,1271,2,1978,1978,206.0,1,704,1.0,82.0,0,0,0
60000,2,438,1,290,1,1920,1950,0.0,0,290,1.0,60.0,0,0,0
119500,5,950,1,950,1,1971,1971,0.0,0,412,1.0,61.0,0,0,0
135000,5,1134,1,1010,1,1960,2002,45.0,0,588,1.0,70.0,0,0,16
159500,6,1194,2,655,1,1959,1959,0.0,1,655,1.0,79.0,0,0,0
106000,5,1302,2,630,2,1970,1970,304.0,0,0,1.0,24.0,0,672,0
325000,8,2622,2,1463,2,1994,1995,362.0,2,1032,2.0,98.0,186,1122,32
179900,7,1442,2,910,2,1990,1991,0.0,1,738,2.0,114.0,0,0,244
274725,7,2021,2,868,2,2006,2006,0.0,1,0,2.0,168.0,0,1134,100
280000,8,1836,3,1836,2,2004,2005,42.0,1,1039,2.0,107.0,125,0,185
205000,7,1964,2,803,2,1976,1976,660.0,1,403,1.0,80.0,0,866,69
129900,5,816,1,816,1,1957,1957,0.0,0,708,1.0,73.0,0,0,0
134500,5,1008,1,1008,1,1953,2006,0.0,0,643,1.0,66.0,0,0,18
117000,5,833,1,833,1,1954,2000,0.0,0,415,1.0,90.0,0,0,0
318000,8,1734,3,1734,2,2007,2007,328.0,1,1004,2.0,93.0,0,0,0
130000,5,894,2,894,1,1967,2003,0.0,0,702,1.0,57.0,0,0,0
140000,5,1601,1,533,1,1958,1987,0.0,0,0,1.0,85.0,280,580,34
133700,5,1040,1,1040,1,1959,1959,0.0,0,369,1.0,70.0,140,0,0
118400,6,1012,1,1012,1,1920,1950,0.0,1,0,0.0,59.0,0,0,22
212900,7,1552,3,1552,2,2005,2006,196.0,0,24,2.0,84.0,144,0,20
115000,4,1005,2,1005,1,1955,1955,0.0,1,0,1.0,60.0,0,0,0
174000,7,1555,3,1373,2,2007,2007,130.0,1,0,2.0,53.0,143,0,20
259000,7,1530,3,1530,2,2004,2004,0.0,1,1300,2.0,182.0,144,0,36
215000,7,1959,2,847,2,2004,2005,0.0,1,0,2.0,59.0,100,1112,48
140000,5,936,2,936,1,1980,1980,180.0,0,936,1.0,60.0,49,0,0
135000,4,1981,2,1122,2,1928,1950,0.0,2,622,0.0,65.0,431,653,44
117500,6,2210,1,1008,2,1880,1950,0.0,0,0,0.0,90.0,0,1032,48
239500,8,2020,2,1128,2,1995,1995,0.0,1,584,2.0,80.0,0,878,155
169000,6,1600,2,916,2,1997,1997,0.0,1,0,2.0,57.0,100,684,38
102000,6,986,1,960,1,1926,1950,0.0,1,0,0.0,60.0,0,0,128
119000,6,1252,1,1032,1,1950,1950,0.0,0,280,1.0,80.0,0,220,0
144000,5,1167,2,915,1,1920,1950,0.0,1,645,0.0,98.0,0,0,0
139000,5,952,2,952,1,1951,1951,0.0,0,852,1.0,60.0,0,0,0
424870,8,2828,3,1466,3,2006,2007,340.0,1,1150,2.0,77.0,125,1362,144
80000,4,924,1,672,1,1941,1950,0.0,0,348,0.0,60.0,0,252,0
149000,5,1576,1,1042,1,1928,1950,0.0,1,0,0.0,52.0,0,534,0
174500,7,1564,1,704,1,1941,1950,0.0,1,275,1.0,75.0,0,704,0
143000,7,1482,2,650,1,1920,1988,0.0,0,624,2.0,50.0,0,650,0
124000,6,932,1,932,1,1950,1950,0.0,1,0,1.0,57.0,0,0,0
149900,5,1466,2,1466,1,1959,1959,132.0,2,176,1.0,134.0,0,0,140
230000,6,1811,2,1073,1,1956,2004,0.0,1,296,2.0,90.0,0,0,0
218000,5,1437,2,1437,2,1976,2004,0.0,1,1157,1.0,90.0,0,0,21
179900,5,1265,2,1219,2,1965,1999,0.0,1,633,2.0,85.0,0,0,92
230000,7,1314,2,1314,2,2007,2008,166.0,1,904,2.0,34.0,172,0,62
235128,8,1580,3,1580,2,2007,2008,186.0,0,0,2.0,92.0,0,0,24
185000,6,1876,2,901,2,1974,1974,270.0,1,442,1.0,76.0,0,933,69
146000,6,1456,2,855,2,1978,1978,0.0,1,311,1.0,24.0,26,601,0
129000,5,894,2,894,1,1968,1968,0.0,1,492,1.0,109.0,0,0,0
108959,4,1258,2,1198,0,1969,1969,0.0,0,1198,1.0,60.0,120,0,0
233170,7,1502,2,1502,2,2009,2009,268.0,0,0,2.0,79.0,0,0,114
245350,8,1694,3,1694,2,2008,2008,72.0,0,0,2.0,64.0,160,0,33
173000,6,1671,2,959,2,2000,2000,0.0,1,786,2.0,58.0,0,712,38
235000,6,2108,2,1127,2,1935,1986,0.0,2,626,1.0,120.0,0,872,0
625000,10,3627,3,1930,3,1995,1996,1378.0,1,1387,2.0,118.0,361,1796,76
171000,6,1118,1,1096,1,1977,1977,0.0,1,522,1.0,76.0,203,0,0
163000,6,1261,2,1261,1,1958,1958,0.0,1,662,1.0,76.0,0,0,0
171900,7,1250,2,625,2,2006,2007,0.0,0,0,2.0,35.0,0,625,54
239000,6,2345,2,952,2,1932,1950,0.0,1,503,0.0,80.0,0,1175,0
285000,8,2872,2,1683,2,1992,2000,337.0,1,700,2.0,85.0,0,743,33
119500,5,923,1,876,1,1984,1985,0.0,0,658,1.0,37.0,362,0,0
154900,5,1343,1,731,1,1921,1950,0.0,1,0,0.0,54.0,192,523,0
392500,8,1652,2,1600,2,2008,2008,186.0,1,1480,2.0,64.0,162,0,53
745000,10,4476,3,2396,3,1996,1996,0.0,2,2096,2.0,160.0,171,2065,78
120000,5,1130,2,1120,1,1920,1950,0.0,1,821,0.0,60.0,229,0,0
186700,5,1572,3,1572,1,1963,1963,226.0,2,1159,1.0,50.0,0,0,263
104900,5,1221,1,784,1,1924,1950,0.0,0,392,0.0,60.0,0,272,0
95000,3,1699,2,978,2,1900,1970,0.0,0,440,1.0,107.0,0,685,74
262000,8,1624,3,1624,2,1994,1995,0.0,1,1456,2.0,89.0,0,0,114
195000,7,1660,2,831,2,2002,2002,95.0,0,0,2.0,68.0,144,829,68
189000,7,1804,2,994,2,1999,1999,0.0,1,0,2.0,60.0,140,776,60
174000,8,1441,2,776,2,1999,2000,456.0,0,0,2.0,24.0,206,677,0
125000,5,1472,1,702,1,1925,1994,0.0,0,0,2.0,60.0,0,630,0
158000,6,1352,1,663,1,1969,1969,143.0,0,371,1.0,80.0,379,689,36
176000,6,1456,2,728,2,2005,2005,0.0,0,0,2.0,51.0,100,728,24
219210,7,1863,3,879,2,2006,2006,0.0,1,0,2.0,58.0,100,984,17
144000,7,1690,1,815,1,1916,1950,0.0,1,0,0.0,65.0,0,875,0
178000,7,1212,2,1212,2,2001,2001,0.0,0,0,2.0,70.0,356,0,0
148000,4,1382,2,1051,1,1963,1979,51.0,1,547,1.0,75.0,0,0,82
116050,4,864,1,864,1,1970,1970,0.0,0,0,1.0,71.0,0,0,0
197900,7,1779,2,866,2,1998,1998,0.0,0,0,2.0,80.0,198,913,36
117000,5,1348,1,884,1,1925,1997,0.0,1,0,0.0,50.0,0,464,0
213000,7,1630,2,1630,2,2000,2001,171.0,1,0,2.0,75.0,74,0,234
153500,5,1074,2,1056,1,1975,1975,0.0,0,788,1.0,78.0,0,0,88
271900,7,2196,3,2158,2,1990,1991,234.0,1,485,1.0,90.0,84,0,70
200000,6,1700,2,1682,2,2003,2003,120.0,0,340,2.0,70.0,192,0,23
140000,5,1283,2,931,1,1962,1980,0.0,0,504,1.0,70.0,0,0,0
290000,8,1660,2,1660,2,2006,2006,420.0,1,1220,2.0,85.0,322,0,50
189000,6,1845,2,1055,2,1992,1992,0.0,1,0,2.0,70.0,635,790,104
164000,8,1752,2,559,2,1988,2005,0.0,0,427,5.0,152.0,325,672,12
113000,4,672,1,672,1,1941,1950,0.0,0,344,1.0,50.0,0,0,113
134500,5,999,1,925,1,1962,1962,0.0,0,784,1.0,69.0,150,0,72
125000,5,894,1,894,1,1966,1966,0.0,0,180,1.0,99.0,0,0,0
112000,6,1902,2,0,2,1978,1978,0.0,0,0,3.0,68.0,0,584,0
229456,8,1314,2,1300,2,2009,2009,72.0,0,936,2.0,72.0,135,0,112
115000,5,912,1,912,1,1964,1964,0.0,0,312,1.0,66.0,0,0,0
134000,5,1211,1,952,1,1968,1968,0.0,1,250,1.0,55.0,0,0,63
143000,6,1846,1,1040,2,1949,1950,320.0,1,196,1.0,78.0,0,678,0
137900,5,2136,2,2136,2,1951,1951,44.0,0,756,1.0,89.0,0,0,30
184000,7,1490,2,788,2,2004,2005,0.0,1,724,2.0,60.0,100,702,75
145000,6,1138,1,588,1,1958,1958,63.0,0,507,1.0,65.0,224,0,0
214000,6,1933,3,894,2,2007,2007,74.0,1,0,2.0,86.0,100,1039,18
147000,5,912,2,912,1,1965,2008,300.0,0,595,1.0,72.0,0,0,240
367294,9,1702,3,1702,1,2008,2008,766.0,1,1540,2.0,65.0,0,0,72
127000,5,1507,1,1075,2,1960,1960,0.0,0,666,1.0,70.0,0,0,0
132500,5,1190,2,1106,1,1962,1962,120.0,0,803,1.0,70.0,0,0,18
101800,4,1224,2,0,2,1962,1962,0.0,0,0,3.0,70.0,0,0,0
138887,5,1784,1,747,1,1914,1950,0.0,0,0,0.0,96.0,203,892,40
175500,7,1626,2,764,2,2003,2003,106.0,0,0,2.0,36.0,0,862,27
195000,7,1948,2,847,2,2004,2005,0.0,1,0,2.0,41.0,100,1101,48
142500,6,1141,2,1141,1,2005,2005,0.0,0,0,2.0,63.0,0,0,0
265900,8,1484,2,1476,2,2006,2006,32.0,1,428,2.0,64.0,120,0,33
224900,7,1768,2,884,2,2003,2003,252.0,0,550,2.0,65.0,0,884,63
248328,7,1689,3,1689,2,2007,2007,0.0,0,0,2.0,83.0,0,0,56
170000,7,1173,2,1053,2,1974,1974,81.0,2,885,1.0,85.0,0,0,120
178000,6,1868,2,585,3,1984,2003,74.0,1,0,1.0,78.0,268,728,112
186500,7,1553,2,756,2,2005,2006,0.0,0,0,2.0,65.0,0,797,45
129500,6,2058,2,735,1,1917,1950,0.0,1,319,0.0,60.0,0,924,0
119000,5,988,1,876,1,1950,1950,0.0,0,534,1.0,60.0,0,0,80
244000,7,2110,2,2110,2,1968,1968,0.0,2,1065,1.0,93.0,0,0,0
130000,5,874,1,864,1,1968,1968,0.0,0,510,1.0,62.0,33,0,0
165400,7,1656,2,746,2,2003,2004,92.0,1,0,2.0,60.0,178,896,128
127500,6,1367,1,884,1,1931,1950,0.0,1,425,0.0,52.0,0,408,0
301500,8,1987,2,1986,2,1994,1994,554.0,1,1314,2.0,91.0,262,0,36
190000,7,1166,2,856,2,2005,2005,182.0,0,655,2.0,59.0,212,0,0
151000,6,1054,2,1054,1,1969,1969,0.0,0,602,1.0,65.0,180,0,0
128900,5,1050,1,1050,1,1956,1956,0.0,0,504,1.0,80.0,0,0,0
